interaction_id,label,control_type,module,screen_or_stage,component_or_file,option_source,canonical_state_path,handler_name,recompute_required,recompute_path,render_consumers,export_consumers,legacy_dependency,status,notes,tier,surface,persistence_contract
district_your_candidate_selector,Your candidate selector,dropdown,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,readDistrictBallotSnapshot.candidates,state.yourCandidateId,setDistrictFormField,yes,districtBridgeSetFormField->setState->commitUIUpdate->render->notifyBridgeSync,ballot baseline tables|summary cards,scenario exports|diagnostic snapshots,none,PASS,Dynamic candidate option list from canonical ballot state,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_undecided_pct_input,Undecided percent input,numeric_input,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.undecidedPct,setDistrictFormField,yes,districtBridgeSetFormField->setState->commitUIUpdate->render->notifyBridgeSync,ballot totals|warning panel|summary cards,scenario exports|diagnostic snapshots,none,PASS,Ballot denominator control,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_undecided_mode_selector,Undecided mode selector,dropdown,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,listDistrictUndecidedModeOptions,state.undecidedMode,setDistrictFormField,yes,districtBridgeSetFormField->setState->commitUIUpdate->render->notifyBridgeSync,user split panel visibility|ballot warnings|summary cards,scenario exports|diagnostic snapshots,none,PASS,Canonical undecided option source detached from legacy DOM,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_name_input,Candidate name input rows,text_input_group,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,dynamic_table_rows,state.candidates[].name,updateDistrictCandidate,yes,districtBridgeUpdateCandidate->setState->commitUIUpdate->render->notifyBridgeSync,candidate table|your candidate selector|user split labels,scenario exports|diagnostic snapshots,none,PASS,Dynamic control group keyed by candidate id,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_support_input,Candidate support percent input rows,numeric_input_group,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,dynamic_table_rows,state.candidates[].supportPct,updateDistrictCandidate,yes,districtBridgeUpdateCandidate->setState->commitUIUpdate->render->notifyBridgeSync,candidate table totals|warnings|summary cards,scenario exports|diagnostic snapshots,none,PASS,Dynamic control group keyed by candidate id,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_user_split_input,User split input rows,numeric_input_group,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,readDistrictBallotSnapshot.userSplitRows,state.userSplit[candidateId],setDistrictUserSplit,yes,districtBridgeSetUserSplit->setState->commitUIUpdate->render->notifyBridgeSync,user split panel|ballot warnings|summary cards,scenario exports|diagnostic snapshots,none,PASS,Visible when undecided mode is user_defined,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_top_n_input,Targeting top N input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.topN,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting config control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_min_housing_input,Targeting minimum housing units input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.minHousingUnits,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting config control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_min_population_input,Targeting minimum population input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.minPopulation,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting config control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_min_score_input,Targeting minimum score input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.minScore,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting config control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_only_race_footprint_toggle,Only race footprint toggle,toggle,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,boolean_toggle,state.targeting.onlyRaceFootprint,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting criteria flag,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_prioritize_young_toggle,Prioritize young toggle,toggle,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,boolean_toggle,state.targeting.criteria.prioritizeYoung,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting criteria flag,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_prioritize_renters_toggle,Prioritize renters toggle,toggle,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,boolean_toggle,state.targeting.criteria.prioritizeRenters,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting criteria flag,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_avoid_high_multi_unit_toggle,Avoid high multi-unit toggle,toggle,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,boolean_toggle,state.targeting.criteria.avoidHighMultiUnit,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,Targeting criteria flag,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_weight_vote_potential_input,Weight vote potential input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.weights.votePotential,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,House model weight control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_weight_turnout_opportunity_input,Weight turnout opportunity input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.weights.turnoutOpportunity,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,House model weight control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_weight_persuasion_index_input,Weight persuasion index input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.weights.persuasionIndex,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,House model weight control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
district_targeting_weight_field_efficiency_input,Weight field efficiency input,numeric_input,district,v3 district targeting block,js/app/v3/surfaces/district/index.js,direct_input,state.targeting.weights.fieldEfficiency,setDistrictTargetingField,yes,districtBridgeSetTargetingField->setState->commitUIUpdate->render->notifyBridgeSync,targeting status cards|results table,targeting csv|targeting json,none,PASS,House model weight control,tier1,targeting,campaignId+officeId+scenarioId scoped state snapshot
census_api_key_input,Census API key input,text_input,census,v3 district census block,js/app/v3/surfaces/district/index.js,direct_input,state.census.bridgeApiKey,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,census status chip|lookup selectors,census diagnostics and report inputs,none,PASS,Persistence corrected to canonical commit path,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_acs_year_selector,Census ACS year selector,dropdown,census,v3 district census block,js/app/v3/surfaces/district/index.js,listAcsYears,state.census.year,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,census status chip|rows summary|advisory tables,census diagnostics and report inputs,none,PASS,Sticky across reload after persistence fix,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_resolution_selector,Census resolution selector,dropdown,census,v3 district census block,js/app/v3/surfaces/district/index.js,listResolutionOptions,state.census.resolution,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,census lookup controls|rows summary|map status,census diagnostics and report inputs,none,PASS,Sticky across reload after persistence fix,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_state_fips_selector,Census state selector,dropdown,census,v3 district census block,js/app/v3/surfaces/district/index.js,readDistrictCensusSnapshot.config.stateOptions,state.census.stateFips,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,county and place selectors|status chips,census diagnostics and report inputs,none,PASS,Dynamic canonical option source,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_county_fips_selector,Census county selector,dropdown,census,v3 district census block,js/app/v3/surfaces/district/index.js,readDistrictCensusSnapshot.config.countyOptions,state.census.countyFips,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,geo availability and status chips,census diagnostics and report inputs,none,PASS,Dynamic canonical option source,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_place_fips_selector,Census place selector,dropdown,census,v3 district census block,js/app/v3/surfaces/district/index.js,readDistrictCensusSnapshot.config.placeOptions,state.census.placeFips,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,geo selection list and status chips,census diagnostics and report inputs,none,PASS,Dynamic canonical option source,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_geo_search_input,Census GEO search input,text_input,census,v3 district census block,js/app/v3/surfaces/district/index.js,direct_input,state.census.geoSearch,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,geo selector filtering and status text,none,none,PASS,Sticky across reload after persistence fix,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_tract_filter_selector,Census tract filter selector,dropdown,census,v3 district census block,js/app/v3/surfaces/district/index.js,readDistrictCensusSnapshot.config.tractFilterOptions,state.census.tractFilter,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,geo selector filtering and status text,census diagnostics and report inputs,none,PASS,Dynamic canonical option source,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_geo_paste_input,Census GEO paste input,textarea_input,census,v3 district census block,js/app/v3/surfaces/district/index.js,direct_input,state.census.bridgeGeoPaste,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,geo paste status and selection controls,none,none,PASS,Sticky across reload after persistence fix,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_selection_set_name_input,Selection set draft name input,text_input,census,v3 district census block,js/app/v3/surfaces/district/index.js,direct_input,state.census.selectionSetDraftName,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,selection set controls|status chips,none,none,PASS,Sticky across reload after persistence fix,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_selection_set_selector,Selection set selector,dropdown,census,v3 district census block,js/app/v3/surfaces/district/index.js,readDistrictCensusSnapshot.config.selectionSetOptions,state.census.selectedSelectionSetKey,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,selection set controls|status chips,none,none,PASS,Dynamic canonical option source,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_election_precinct_filter_input,Election CSV precinct filter input,text_input,census,v3 district census election csv block,js/app/v3/surfaces/district/index.js,direct_input,state.census.bridgeElectionCsvPrecinctFilter,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,dry-run preview meta and status,none,none,PASS,Sticky across reload after persistence fix,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_map_qa_vtd_toggle,Map QA VTD overlay toggle,toggle,census,v3 district census map block,js/app/v3/surfaces/district/index.js,boolean_toggle,state.census.mapQaVtdOverlay,setDistrictCensusField,yes,setDistrictCensusField->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,map status strip and overlay mode state,none,none,PASS,Map QA toggle persistence corrected,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_geo_select_multiselect,GEO multi-select selector,selector,census,v3 district census geo intake,js/app/v3/surfaces/district/index.js,readDistrictCensusSnapshot.config.geoSelectOptions,state.census.selectedGeoids[],setDistrictCensusGeoSelection,yes,setDistrictCensusGeoSelection->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,selection summary|geo stats|advisory rows,census diagnostics and report inputs,none,PASS,Selection stickiness fixed by persistent commit path,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
census_election_csv_file_input,Election CSV file input,file_input,census,v3 district census election csv block,js/app/v3/surfaces/district/index.js,file_picker,runtime.censusRuntimeFileCache.electionCsvFile,setDistrictCensusFile,yes,setDistrictCensusFile->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,dry-run status and preview metadata,none,none,PASS,File object intentionally session-scoped; not reload-sticky by design,tier1,district,session:file_object
census_map_vtd_zip_file_input,Map QA VTD ZIP file input,file_input,census,v3 district census map block,js/app/v3/surfaces/district/index.js,file_picker,runtime.censusRuntimeFileCache.mapQaVtdZip,setDistrictCensusFile,yes,setDistrictCensusFile->commitUIUpdate->render->notifyBridgeSync->refreshActiveStage,map qa status strip and overlay state,none,none,PASS,File object intentionally session-scoped; not reload-sticky by design,tier1,district,session:file_object
district_candidate_history_add_button,Candidate history add-row button,button,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,button_action,state.candidateHistory[],addDistrictCandidateHistory,yes,districtBridgeAddCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Adds canonical candidate-history record rows,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_office_input,Candidate history office input,text_input,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.candidateHistory[].office,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Office context field for candidate-history record,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_cycle_year_input,Candidate history cycle year input,number_input,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.candidateHistory[].cycleYear,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Cycle year drives recency weighting for baseline,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_election_type_selector,Candidate history election type selector,dropdown,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,readDistrictBallotSnapshot.candidateHistoryOptions.electionType,state.candidateHistory[].electionType,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Canonical election type options from candidateHistoryBaseline registry,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_candidate_name_input,Candidate history candidate name input,text_input,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.candidateHistory[].candidateName,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Name matching feeds candidate-history adjustment mapping,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_party_input,Candidate history party input,text_input,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.candidateHistory[].party,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Party field persisted for ballot baseline context,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_incumbency_selector,Candidate history incumbency selector,dropdown,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,readDistrictBallotSnapshot.candidateHistoryOptions.incumbencyStatus,state.candidateHistory[].incumbencyStatus,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Incumbency signal influences template/forecast framing,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_vote_share_input,Candidate history vote share input,number_input,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.candidateHistory[].voteShare,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Vote share captures historical baseline performance,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_margin_turnout_inputs,Candidate history margin/turnout inputs,number_input,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.candidateHistory[].margin|state.candidateHistory[].turnoutContext,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Margin and turnout context shape candidate-history baseline confidence,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_repeat_over_under_controls,Candidate history repeat/over-under controls,toggle,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,direct_input,state.candidateHistory[].repeatCandidate|state.candidateHistory[].overUnderPerformancePct,updateDistrictCandidateHistory,yes,districtBridgeUpdateCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Repeat and over/under performance feed baseline shift logic,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
district_candidate_history_remove_button,Candidate history remove-row button,button,district,v3 district ballot baseline,js/app/v3/surfaces/district/index.js,button_action,state.candidateHistory[],removeDistrictCandidateHistory,yes,districtBridgeRemoveCandidateHistoryRecord->setState->commitUIUpdate->render->notifyBridgeSync,district candidate history table|summary card|validation rows,forecast archive assumptions.ballotBaseline|scenario exports|war room diagnostics,none,PASS,Removes candidate-history record via canonical mutation path,tier1,district,campaignId+officeId+scenarioId scoped state snapshot
